809.4362	423.7654	
809.8631	427.0016	
842.9461	421.6451	
929.2827	361.7711	
1225.2661	132.8571	
1205.627	160.1558	
1196.4397	155.7478	
1196.5608	161.7858	
1210.438	137.3126	
1218.9252	119.441	
1223.5983	108.1115	
1227.4879	98.6131	
1229.7048	92.2372	
1230.0986	88.1532	
1232.7202	83.849	
1234.0583	81.1454	
1234.8187	78.8328	
1233.7672	77.1864	
1235.1515	75.7195	
1234.7306	75.2267	
1234.5758	75.0844	
1235.4196	73.9772	
1235.8772	73.0982	
1236.5499	72.2355	
1237.7228	71.2231	
1239.478	70.0542	
1240.5305	69.3638	
1242.2235	70.0532	
1242.5883	70.9542	
1243.8157	70.8683	
1244.949	71.5512	
1244.8574	73.2738	
1246.2588	73.6444	
1247.106	74.15	
1248.9337	73.6928	
1250.5222	74.1176	
1251.9514	73.6814	
1252.1848	72.3301	
1252.5476	70.6588	
1252.0527	69.5819	
1252.5784	68.5131	
1252.6279	67.8148	
1253.9414	66.1717	
1254.2856	64.0276	
1253.4132	62.1989	
1252.8787	60.5409	
1252.1112	58.2844	
1252.2982	55.7542	
1252.3882	55.0148	
1252.2496	53.5785	
1253.1545	52.1468	
1251.6754	53.0101	
906.9832	351.4319	
920.964	412.33	
919.7572	403.0623	
922.5678	387.0557	
958.8138	354.9489	
1015.9739	295.1947	
1208.3997	97.0738	
1185.1682	120.0869	
1199.7233	124.7796	
1160.9059	153.626	
968.4297	365.5957	
858.5201	525.2607	
424.255	1092.2217	
454.6012	1078.8268	
456.3055	1073.8494	
449.6894	1071.9886	
452.1057	1064.1697	
453.9123	1063.5366	
457.4284	1064.1989	
493.174	828.5623	
466.6157	823.2767	
575.9976	681.3466	
940.2728	439.6465	
1011.4054	341.3659	
1042.2551	296.9761	
1152.3813	136.7972	
1117.5426	135.885	
1181.5934	106.824	
1189.8484	69.0301	
1198.1567	76.9071	
1187.7197	90.4488	
340.1826	715.6741	
349.7999	782.689	
363.959	757.2541	
365.284	753.8817	
359.8879	747.9717	
395.3345	689.8077	
471.0081	268.7311	
472.7423	365.1713	
466.8592	349.5591	
469.4004	354.3797	
443.3568	354.369	
344.285	356.6684	
40.4245	364.699	
31.3781	351.6177	
33.5085	343.9389	
41.4428	341.1625	
40.9712	337.054	
135.5163	317.2462	
399.1287	245.642	
386.7038	216.6511	
387.1293	226.7114	
402.5706	226.7475	
437.3821	216.4854	
451.5404	210.0817	
464.827	206.6283	
472.7261	206.4089	
478.2532	206.3964	
483.3074	204.4477	
531.5363	944.5441	
490.3346	954.861	
480.4974	922.4824	
488.2335	913.1445	
491.0589	905.5797	
482.5986	943.9394	
454.7358	1048.2628	
463.7734	1029.2118	
471.7474	1043.193	
