549.9845	367.5071	
542.6418	367.9547	
536.2541	367.8594	
529.7208	368.6404	
523.1393	368.7612	
517.1137	369.7723	
511.9856	374.5538	
470.9383	741.1007	
462.8058	815.3538	
467.7104	796.4732	
463.5281	793.1735	
463.6408	783.6193	
456.4573	787.4052	
452.9269	788.2002	
449.9726	788.2405	
448.4553	788.9505	
447.8313	790.0828	
443.4016	791.2781	
261.8288	800.1984	
270.6587	798.666	
275.7598	794.0176	
271.2634	792.8982	
276.2276	793.3953	
278.8179	794.3316	
277.4254	795.6269	
275.627	795.3121	
276.4229	795.721	
276.7606	794.7454	
276.6005	795.2881	
277.0862	796.3569	
275.9036	790.8866	
307.2051	571.2316	
-190.5515	599.0995	
52.5384	468.607	
209.2194	402.5304	
394.8927	351.8461	
517.2806	316.7878	
972.5881	182.7705	
964.4651	170.848	
961.6119	169.5741	
959.3595	171.8095	
961.2781	168.5169	
959.8476	164.2603	
960.2582	161.4017	
960.9642	161.0341	
962.8023	160.65	
962.7368	159.1464	
961.9622	154.885	
962.1335	150.2484	
960.3256	146.9481	
958.6391	145.2971	
560.3478	208.3885	
283.6221	349.6184	
283.6126	338.032	
293.8203	333.7924	
297.9158	333.6868	
299.907	330.7143	
232.7719	316.5153	
99.1167	350.7619	
93.9675	350.032	
96.0561	347.9563	
94.9446	347.0083	
95.1557	348.9324	
95.4079	348.6704	
101.9761	345.3036	
121.9242	341.061	
138.762	337.2475	
151.2795	334.0833	
161.2569	331.0533	
169.625	327.8006	
176.7979	327.0676	
183.4444	325.9537	
190.1342	324.5912	
195.2052	322.7695	
200.0271	322.0805	
205.7007	321.736	
209.9184	321.743	
213.8693	321.2192	
212.8192	320.6895	
207.7756	320.8241	
202.6183	321.0652	
197.4579	320.0231	
192.2673	319.7015	
187.8986	320.005	
183.7094	319.2954	
180.1743	318.7204	
175.5982	318.864	
171.952	318.4357	
168.954	317.6497	
166.0319	317.5081	
162.7907	317.9989	
167.0009	318.3062	
171.8955	318.0634	
177.0278	318.2899	
181.349	318.7746	
297.1049	509.0425	
286.3557	793.2009	
292.261	794.7411	
293.5038	790.6077	
297.0614	788.0153	
299.6945	784.1578	
275.4307	812.2412	
287.6666	789.304	
283.8128	793.7292	
284.5122	795.1294	
278.602	749.1867	
263.2448	688.237	
211.1435	393.1867	
211.5233	398.2497	
217.5408	386.6161	
215.5585	386.9954	
213.7125	381.7665	
215.0389	372.4464	
216.2011	362.9209	
214.8058	354.9454	
214.8397	349.217	
215.0547	347.1833	
215.4607	343.1251	
216.3858	341.6699	
217.7682	340.7305	
217.4393	339.4005	
216.8605	337.463	
216.2932	335.9962	
207.0089	335.2045	
198.6998	333.5433	
191.7655	332.776	
185.3213	331.5372	
179.5544	331.3398	
174.2807	330.2655	
168.856	329.9878	
163.716	329.2974	
155.4469	328.057	
149.041	327.8216	
143.4388	327.2216	
135.9947	327.0014	
130.9037	327.7131	
126.746	326.7135	
130.7218	326.9948	
135.4455	327.7589	
139.1538	328.0443	
143.2745	327.9245	
148.3946	328.0168	
152.8101	328.2861	
157.338	329.2753	
162.5756	329.7641	
168.2853	330.633	
173.4667	331.032	
178.1998	331.6927	
182.5494	331.7987	
186.8061	332.2954	
191.0569	333.344	
195.8243	334.7612	
199.8545	336.1904	
205.5361	336.0077	
208.9518	335.864	
212.689	336.1633	
250.3235	329.1568	
240.7928	329.3264	
240.9637	337.0546	
243.1331	337.7529	
212.0105	338.5322	
189.4057	338.2176	
174.0693	339.9863	
164.5424	339.6263	
156.1394	339.7267	
151.0251	338.2517	
144.3074	338.4623	
139.3594	338.8838	
134.6902	339.3924	
131.2483	340.9683	
128.4943	341.8731	
126.1554	343.0355	
124.7892	345.6304	
122.9254	346.8128	
121.6209	348.3061	
120.2282	349.9633	
119.7231	351.2072	
117.4174	350.9826	
115.4521	351.6183	
114.1442	352.1749	
112.5086	352.5238	
110.6773	353.2311	
109.4201	354.9248	
108.1738	355.3792	
106.1016	356.7194	
104.796	357.9266	
103.4804	358.873	
83.4854	372.0338	
85.6237	359.7466	
101.4579	368.2351	
94.1371	365.9641	
94.2302	363.7234	
124.4251	362.8343	
147.7272	361.2789	
163.0658	359.069	
176.1011	357.8031	
183.224	355.1791	
189.2991	354.1901	
195.3194	353.991	
200.901	352.472	
205.4122	350.6765	
208.9693	350.0055	
212.3591	349.9591	
214.9029	349.5312	
217.806	348.8942	
221.138	349.2855	
225.2196	349.5233	
228.7624	350.3343	
232.1924	350.4496	
235.2089	350.0026	
262.5011	345.9029	
265.5454	346.8727	
261.5995	351.7086	
263.4443	348.8208	
263.7633	350.3095	
264.9624	351.6682	
265.8449	351.7389	
266.7904	351.0925	
282.3557	348.5237	
786.4108	297.8147	
878.9214	295.9808	
881.4362	292.5337	
878.7961	289.5005	
879.8801	287.5611	
877.4391	289.6685	
878.1145	288.5204	
878.2355	289.1107	
876.9674	291.275	
0.0	0.0	
0.0	0.0	
0.0	0.0	
0.0	0.0	
220.4257	451.1461	
229.1714	376.3726	
237.4549	364.2625	
236.9842	353.3707	
238.2212	347.8085	
213.2138	346.3117	
196.8537	345.8032	
186.1831	344.9219	
179.2461	343.6712	
171.5613	343.9358	
166.5661	343.4023	
162.9021	344.5375	
158.3649	345.3174	
154.2024	345.6794	
151.9055	345.5389	
